timestamp,name,alias,group,activity,raw_mileage,share_img,actual_mileage
2020-11-27 00:39:35,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Run,9,,9.0
2020-11-27 00:57:15,Lori Pham,L. Pham,AOSX/AOS,Cycle,10,,2.5
2020-11-27 01:10:55,George Cook,G. Cook,ADW,Walk,4,,4.0
2020-11-27 01:19:14,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Swim,7,,42.0
2020-11-27 01:33:51,David Johnson,D. Johnson,AFE,Run,5,,5.0
2020-11-27 01:57:12,Laura Tucker,L. Tucker,AOSX/AOS,Walk,4,,4.0
2020-11-27 02:56:19,Hannah Pitts,H. Pitts,AFE,Cycle,10,,2.5
2020-11-27 03:16:12,Julie Lam,J. Lam,AOSX/AOS,Walk,2,,2.0
2020-11-27 03:17:04,Brian Lambert,B. Lambert,AFE,Cycle,5,,1.25
2020-11-27 04:14:08,Arthur Kelly,A. Kelly,ATC,Cycle,4,,1.0
2020-11-27 04:49:01,Tanya Lamb,T. Lamb,AFE,Walk,4,,4.0
2020-11-27 06:59:49,Shelby Robertson,S. Robertson,ABM,Cycle,4,,1.0
2020-11-27 07:16:31,William Wallace,W. Wallace,AOSX/AOS,Cycle,1,,0.25
2020-11-27 07:55:12,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-27 08:27:25,Veronica Barnett,V. Barnett,ADW,Walk,6,,6.0
2020-11-27 09:03:30,Barbara Baker,B. Baker,ATC,Walk,5,,5.0
2020-11-27 11:41:40,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-27 13:00:56,Arthur Kelly,A. Kelly,ATC,Run,8,,8.0
2020-11-27 13:23:39,Thomas Berry,T. Berry,ADSS/ADWS/ADWO,Cycle,5,,1.25
2020-11-27 13:25:34,Julie Lam,J. Lam,AOSX/AOS,Walk,10,,10.0
2020-11-27 15:32:40,Rachel Webb,R. Webb,AFE,Run,8,,8.0
2020-11-27 16:57:27,Thomas Berry,T. Berry,ADSS/ADWS/ADWO,Cycle,2,,0.5
2020-11-27 17:35:59,Barbara Baker,B. Baker,ATC,Walk,2,,2.0
2020-11-27 20:31:54,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Swim,8,,48.0
2020-11-27 21:05:44,Mary Jackson,M. Jackson,ATC,Run,2,,2.0
2020-11-27 21:50:44,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Swim,5,,30.0
2020-11-27 23:26:22,Paula Scott,P. Scott,ATC,Swim,1,,6.0
2020-11-27 23:27:10,Lori Pham,L. Pham,AOSX/AOS,Run,2,,2.0
2020-11-28 00:22:53,Jade Johnson,J. Johnson,ADSS/ADWS/ADWO,Run,5,,5.0
2020-11-28 01:17:26,Tracey Nguyen,T. Nguyen,AOSX/AOS,Walk,1,,1.0
2020-11-28 01:56:47,Deborah Gonzales,D. Gonzales,ABM,Walk,6,,6.0
2020-11-28 02:54:42,Jennifer Robbins,J. Robbins,AOSX/AOS,Walk,8,,8.0
2020-11-28 03:07:11,James Jones,J. Jones,AOSX/AOS,Cycle,4,,1.0
2020-11-28 03:57:40,Stefanie Tucker,S. Tucker,ABM,Walk,2,,2.0
2020-11-28 04:10:39,Tanya Lamb,T. Lamb,AFE,Swim,9,,54.0
2020-11-28 06:59:34,Melinda Little,M. Little,ABM,Walk,9,,9.0
2020-11-28 07:59:14,Barbara Williams,B. Williams,ADW,Walk,5,,5.0
2020-11-28 09:00:10,Kimberly Thomas,K. Thomas,AFE,Swim,1,,6.0
2020-11-28 10:03:03,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Swim,10,,60.0
2020-11-28 10:18:46,Danny Mason,D. Mason,AOSX/AOS,Cycle,9,,2.25
2020-11-28 10:53:11,Tanya Lamb,T. Lamb,AFE,Swim,3,,18.0
2020-11-28 11:14:49,Jerome Whitehead,J. Whitehead,ADW,Run,6,,6.0
2020-11-28 11:57:44,Mary Jackson,M. Jackson,ATC,Cycle,7,,1.75
2020-11-28 13:18:21,Stefanie Tucker,S. Tucker,ABM,Run,5,,5.0
2020-11-28 14:06:48,Deborah Gonzales,D. Gonzales,ABM,Cycle,6,,1.5
2020-11-28 16:52:15,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Run,8,,8.0
2020-11-28 16:59:26,Anthony Warren,A. Warren,ADSS/ADWS/ADWO,Swim,7,,42.0
2020-11-28 17:01:14,Johnny Lee,J. Lee,AFE,Run,3,,3.0
2020-11-28 17:05:02,Jerome Whitehead,J. Whitehead,ADW,Run,7,,7.0
2020-11-28 17:39:15,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Walk,10,,10.0
2020-11-28 18:08:48,Wendy Maynard,W. Maynard,AFE,Swim,2,,12.0
2020-11-28 18:22:42,Tammy Franco,T. Franco,AFE,Run,8,,8.0
2020-11-28 18:22:57,Craig Gonzalez,C. Gonzalez,ATC,Cycle,5,,1.25
2020-11-28 18:28:28,Arthur Kelly,A. Kelly,ATC,Swim,10,,60.0
2020-11-28 19:47:31,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Run,9,,9.0
2020-11-28 20:18:35,Barbara Williams,B. Williams,ADW,Walk,5,,5.0
2020-11-28 21:30:31,William Baker,W. Baker,AFE,Walk,1,,1.0
2020-11-28 21:51:31,Jonathan Gardner,J. Gardner,AFE,Cycle,6,,1.5
2020-11-28 22:00:54,Sydney Parsons,S. Parsons,ADW,Swim,10,,60.0
2020-11-28 23:43:50,Paul Hoover,P. Hoover,AFE,Cycle,7,,1.75
2020-11-29 00:50:34,Mark Villanueva,M. Villanueva,ATC,Walk,2,,2.0
2020-11-29 02:14:25,Danny Mason,D. Mason,AOSX/AOS,Swim,9,,54.0
2020-11-29 02:41:44,Deborah Gonzales,D. Gonzales,ABM,Swim,7,,42.0
2020-11-29 02:45:08,Robert Clark,R. Clark,ABM,Cycle,5,,1.25
2020-11-29 03:24:50,Stefanie Tucker,S. Tucker,ABM,Run,2,,2.0
2020-11-29 05:09:23,James Mays,J. Mays,ADW,Cycle,7,,1.75
2020-11-29 06:57:31,William Brown,W. Brown,ADSS/ADWS/ADWO,Cycle,5,,1.25
2020-11-29 08:12:07,Arthur Kelly,A. Kelly,ATC,Swim,2,,12.0
2020-11-29 09:17:44,Harold Perez,H. Perez,AOSX/AOS,Cycle,7,,1.75
2020-11-29 09:29:25,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Cycle,5,,1.25
2020-11-29 10:33:50,Brandon Ramos,B. Ramos,AFE,Walk,1,,1.0
2020-11-29 10:52:35,Angel Ho,A. Ho,AFE,Swim,3,,18.0
2020-11-29 11:05:29,Todd Cross,T. Cross,ABM,Walk,6,,6.0
2020-11-29 11:59:11,Todd Cross,T. Cross,ABM,Cycle,9,,2.25
2020-11-29 13:06:57,James Rodriguez,J. Rodriguez,ADW,Walk,7,,7.0
2020-11-29 16:13:16,Evelyn Christian,E. Christian,AOSX/AOS,Walk,3,,3.0
2020-11-29 16:22:23,Rachel Webb,R. Webb,AFE,Swim,9,,54.0
2020-11-29 17:33:58,Brandon Ramos,B. Ramos,AFE,Swim,7,,42.0
2020-11-29 19:34:09,Brian Lambert,B. Lambert,AFE,Run,6,,6.0
2020-11-29 20:33:02,Lawrence Crawford,L. Crawford,AFE,Swim,2,,12.0
2020-11-29 20:55:16,Matthew Payne,M. Payne,AFE,Cycle,6,,1.5
2020-11-29 21:18:46,Melinda Little,M. Little,ABM,Cycle,6,,1.5
2020-11-29 22:25:56,Rick Johnson,R. Johnson,ATC,Run,1,,1.0
2020-11-29 23:33:08,Mary Jackson,M. Jackson,ATC,Swim,7,,42.0
2020-11-29 23:57:12,Angel Ho,A. Ho,AFE,Walk,8,,8.0
2020-11-30 01:25:50,Brandon Ramos,B. Ramos,AFE,Swim,6,,36.0
2020-11-30 01:55:50,Patricia Roberts,P. Roberts,ATC,Swim,2,,12.0
2020-11-30 03:24:37,Pamela Graham,P. Graham,ADW,Run,6,,6.0
2020-11-30 05:21:53,Lisa Simpson,L. Simpson,AFE,Run,10,,10.0
2020-11-30 06:43:24,Paul Rogers,P. Rogers,AOSX/AOS,Cycle,9,,2.25
2020-11-30 07:05:59,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Run,1,,1.0
2020-11-30 08:50:44,Cynthia Webb,C. Webb,ADW,Run,2,,2.0
2020-11-30 09:27:08,Michael Brown,M. Brown,ABM,Swim,8,,48.0
2020-11-30 09:44:43,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Walk,6,,6.0
2020-11-30 12:34:09,Jonathan Harris,J. Harris,ADW,Walk,9,,9.0
2020-11-30 13:46:00,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Cycle,5,,1.25
